% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Dec 4 2020, 22:43"
% Table,Table 2 - Global Evaluation 1
% v_f,E_m (GPa),G_m (GPa),E1_f (GPa),G12_f (GPa),loadcase,group.cp11,group.cp22,group.cp33,group.cp12,group.cp23,group.cp13,Resin Young's modulus (Pa),Resin shear modulus (Pa),"Fiber Young's modulus, 11 direction (Pa)","Fiber shear modulus, 12 direction (Pa)","Elasticity matrix, 11 component (N/m^2)","Elasticity matrix, 22 component (N/m^2)","Elasticity matrix, 44 component (N/m^2)"
0.21,8.4,3.54,110,43,1,1,0,0,0,0,0,8.4E9,3.54E9,1.1E11,4.3E10,2.9734691619021217E10,1.1688963310510736E10,5.9537275336483E9
0.15,5.61,3.5700000000000003,115.00000000000001,39,1,1,0,0,0,0,0,5.61E9,3.57E9,1.15E11,3.9E10,2.201749379588606E10,7.152298083646974E9,3.642795006059607E9
0.41,5.7,2.8800000000000003,121.00000000000001,7,1,1,0,0,0,0,0,5.7E9,2.88E9,1.21E11,7.0E9,5.297240553241586E10,1.2019670307477997E10,4.0424710849136667E9
0.47,5.5200000000000005,2.5100000000000002,95,32,1,1,0,0,0,0,0,5.52E9,2.51E9,9.5E10,3.2E10,4.7575071173974464E10,1.3083592473960157E10,6.434145915161177E9
0.5,5.53,3.04,84,24,1,1,0,0,0,0,0,5.53E9,3.04E9,8.4E10,2.4E10,4.4764731275031166E10,1.3846507850374199E10,6.475872323684183E9
0.14,8.59,1.6500000000000001,136,29.000000000000004,1,1,0,0,0,0,0,8.59E9,1650000000,1.36E11,2.9E10,2.642630616960317E10,1.0703435141323719E10,5.291243788813726E9
0.73,9.280000000000001,3.6100000000000003,59.00000000000001,35,1,1,0,0,0,0,0,9.28E9,3.61E9,5.9E10,3.5E10,4.5575504464250885E10,3.1862507557000984E10,1.8132543864562996E10
0.66,7.4,3.95,66,6,1,1,0,0,0,0,0,7.4E9,3.95E9,6.6E10,6.0E9,4.607584531814207E10,2.442058471284085E10,5.078315382211647E9
0.35,7.880000000000001,4.69,73,17,1,1,0,0,0,0,0,7.88E9,4.69E9,7.3E10,1.7E10,3.067171340600339E10,1.3608508978452066E10,6.1456905166817465E9
0.45,8.73,4.25,78,37,1,1,0,0,0,0,0,8.73E9,4.25E9,7.8E10,3.7E10,3.990110804209102E10,1.805186911650815E10,9.229904586182734E9
0.36,9.46,3.1100000000000003,100,49,1,1,0,0,0,0,0,9.46E9,3.11E9,1.0E11,4.9E10,4.205399015272136E10,1.689364917166177E10,8.739587060009539E9
0.55,7.8100000000000005,4.09,87,10,1,1,0,0,0,0,0,7.81E9,4.09E9,8.7E10,1.0E10,5.136420168472289E10,2.0851263987827904E10,6.403847581154061E9
0.38,8.020000000000001,2.58,63.00000000000001,30.000000000000004,1,1,0,0,0,0,0,8.02E9,2.58E9,6.3E10,3.0E10,2.891213729576643E10,1.4279607159113968E10,7.309684169297663E9
0.49,7.69,4.15,52,25,1,1,0,0,0,0,0,7.69E9,4.1500000000000005E9,5.2E10,2.5E10,2.940175129511358E10,1.6178122266969414E10,8.224166008719858E9
0.15,9.4,4.05,88,42,1,1,0,0,0,0,0,9.4E9,4.05E9,8.8E10,4.2E10,2.118927703176654E10,1.1691813486326801E10,5.980123633962243E9
0.53,9.790000000000001,2.3600000000000003,102,6,1,1,0,0,0,0,0,9.79E9,2.36E9,1.02E11,6.0E9,5.8660965264565704E10,2.4596066993108242E10,5.451292042667872E9
0.71,6.65,4.070000000000001,94,5,1,1,0,0,0,0,0,6.65E9,4.0700000000000005E9,9.4E10,5.0E9,6.866831271367801E10,3.0510169978288826E10,4.437442782362244E9
0.28,8.700000000000001,4.44,79,41,1,1,0,0,0,0,0,8.7E9,4.44E9,7.9E10,4.1E10,2.8383496539935463E10,1.3291255600681194E10,6.898883502444404E9
0.18,9.9,2.3400000000000003,131,19,1,1,0,0,0,0,0,9.9E9,2.34E9,1.31E11,1.9E10,3.169666322336562E10,1.3105127050709137E10,6.119089335495539E9
0.56,9.33,1.4000000000000001,112,17,1,1,0,0,0,0,0,9.33E9,1400000000,1.12E11,1.7E10,6.682480620291873E10,2.5935585465912323E10,9.096319381149084E9
0.37,7.340000000000001,3.0700000000000003,140,43,1,1,0,0,0,0,0,7.34E9,3.07E9,1.4E11,4.3E10,5.642358279681533E10,1.409892573508825E10,7.015805022692817E9
0.45,8.98,4.08,103,41,1,1,0,0,0,0,0,8.98E9,4.08E9,1.03E11,4.1E10,5.128846799287807E10,1.93291039169734E10,9.632521024366753E9
0.38,5.98,4.6000000000000005,106,36,1,1,0,0,0,0,0,5.98E9,4.6E9,1.06E11,3.6E10,4.3987122079326096E10,1.1664457851202412E10,5.846029432474721E9
0.16,9.610000000000001,4.030000000000001,66,47,1,1,0,0,0,0,0,9.61E9,4.0300000000000005E9,6.6E10,4.7E10,1.8631846750915062E10,1.1939750303027758E10,6.245506749883292E9
0.58,8.43,4.92,129,21,1,1,0,0,0,0,0,8.43E9,4.92E9,1.29E11,2.1E10,7.83601210288389E10,2.5926899521835552E10,9.654781082364914E9
0.29,6.61,4.800000000000001,95,31.000000000000004,1,1,0,0,0,0,0,6.61E9,4.8E9,9.5E10,3.1E10,3.2242444364205753E10,1.0650864657865835E10,5.329505829503748E9
0.67,7.16,2.3800000000000003,71,21,1,1,0,0,0,0,0,7.16E9,2.38E9,7.1E10,2.1E10,4.993263041318724E10,2.5405158974796234E10,1.047854430347225E10
0.2,7.7,3.58,112,50,1,1,0,0,0,0,0,7.7E9,3.58E9,1.12E11,5.0E10,2.855872081967996E10,1.0582864493361898E10,5.443775793535916E9
0.71,9.8,1.58,148,23,1,1,0,0,0,0,0,9.8E9,1580000000,1.48E11,2.3E10,1.0792170368849681E11,4.6428371499870155E10,1.3843946535602285E10
0.26,5.010000000000001,2.95,143,31.000000000000004,1,1,0,0,0,0,0,5.01E9,2.95E9,1.43E11,3.1E10,4.088648231999589E10,7.870694108562411E9,3.9294577416450353E9
0.12,7.87,4.91,59.00000000000001,39,1,1,0,0,0,0,0,7.87E9,4.91E9,5.9E10,3.9E10,1.4004436820308725E10,9.276820188060453E9,4.790434761828064E9
0.24,9.07,2.6100000000000003,86,15.000000000000002,1,1,0,0,0,0,0,9.07E9,2.61E9,8.6E10,1.5E10,2.753272775129512E10,1.3016299380796757E10,5.873769026364643E9
0.61,6,1.54,147,15.000000000000002,1,1,0,0,0,0,0,6.0E9,1540000000,1.47E11,1.5E10,9.200941088434663E10,2.189906701099137E10,7.250046462019301E9
0.47,6.170000000000001,2.74,80,48,1,1,0,0,0,0,0,6.17E9,2.74E9,8.0E10,4.8E10,4.086966367290748E10,1.4109513247727964E10,7.518171627999686E9
0.6,9.43,5,116.00000000000001,45,1,1,0,0,0,0,0,9.43E9,5.0E9,1.16E11,4.5E10,7.337156205503445E10,2.928336495026539E10,1.4126808109502865E10
0.65,5.24,3.2600000000000002,66,37,1,1,0,0,0,0,0,5.24E9,3.26E9,6.6E10,3.7E10,4.473372950284915E10,1.896779998024497E10,1.0143800600143644E10
0.51,5.090000000000001,4.42,62.00000000000001,28,1,1,0,0,0,0,0,5.09E9,4.42E9,6.2E10,2.8E10,3.411390121247763E10,1.2608292780159063E10,6.404847655601451E9
0.09,6.87,3.72,149,17,1,1,0,0,0,0,0,6.87E9,3.72E9,1.49E11,1.7E10,1.9659274550295506E10,7.927822273505221E9,3.8717192097217216E9
0.26,6.65,2.24,108,46,1,1,0,0,0,0,0,6.65E9,2.24E9,1.08E11,4.6E10,3.300032601071124E10,1.0214204384439222E10,5.258051800398623E9
0.05,8.43,3.8200000000000003,147,48,1,1,0,0,0,0,0,8.43E9,3.82E9,1.47E11,4.8E10,1.5357157396281775E10,9.103577222365519E9,4.584243296869067E9
0.53,7.95,3.0300000000000002,91,26,1,1,0,0,0,0,0,7.95E9,3.03E9,9.1E10,2.6E10,5.196619852621027E10,2.0383441364585922E10,9.157512866607616E9
0.72,7.87,2.11,73,7,1,1,0,0,0,0,0,7.87E9,2.1099999999999998E9,7.3E10,7.0E9,5.476344416693346E10,3.1438636683502754E10,5.941404187366085E9
0.65,6.99,1.4200000000000002,102,12,1,1,0,0,0,0,0,6.99E9,1420000000,1.02E11,1.2E10,6.874607700923907E10,2.6223374590326523E10,7.476463009348341E9
0.18,9.360000000000001,1.25,142,43,1,1,0,0,0,0,0,9.36E9,1250000000,1.42E11,4.3E10,3.3233735899361782E10,1.2453663897928837E10,6.263763721669758E9
0.28,6.760000000000001,2.01,85,26,1,1,0,0,0,0,0,6.76E9,2.0099999999999998E9,8.5E10,2.6E10,2.8666639664829933E10,1.0601012423673483E10,5.240690907150943E9
0.65,9.780000000000001,2.43,115.00000000000001,37,1,1,0,0,0,0,0,9.78E9,2.43E9,1.15E11,3.7E10,7.817253156670903E10,3.4618024777657616E10,1.529345832302945E10
0.64,7.91,3.6300000000000003,64,25,1,1,0,0,0,0,0,7.91E9,3.63E9,6.4E10,2.5E10,4.380735413428914E10,2.4058932094684032E10,1.1214612715550018E10
0.58,5.470000000000001,1.8900000000000001,63.00000000000001,28,1,1,0,0,0,0,0,5.47E9,1890000000,6.3E10,2.8E10,3.883717146436027E10,1.586782199416282E10,7.957699542766155E9
0.1,8.04,4.99,149,6,1,1,0,0,0,0,0,8.039999999999999E9,4.99E9,1.49E11,6.0E9,2.2133326862984673E10,9.410997791689507E9,4.1820714272005157E9
0.09,5.79,4.67,58.00000000000001,46,1,1,0,0,0,0,0,5.79E9,4.67E9,5.8E10,4.6E10,1.0488009213221981E10,6.593473242505446E9,3.3943413162714024E9
0.54,9.88,3.06,90,28,1,1,0,0,0,0,0,9.88E9,3.06E9,9.0E10,2.8E10,5.314450367556444E10,2.466955477157964E10,1.107217839161007E10
0.32,6.49,2.95,88,33,1,1,0,0,0,0,0,6.49E9,2.95E9,8.8E10,3.3E10,3.257253285250272E10,1.1011505009616667E10,5.564467971241687E9
0.13,7.49,2.3800000000000003,86,6,1,1,0,0,0,0,0,7.49E9,2.38E9,8.6E10,6.0E9,1.7694364616169712E10,9.100174724480383E9,3.9772870509761686E9
0.69,9.280000000000001,3.9000000000000004,60.00000000000001,8,1,1,0,0,0,0,0,9.28E9,3.9E9,6.0E10,8.0E9,4.427665904715788E10,2.884332065634811E10,6.73723133556278E9
0.4,7.37,2.05,91,5,1,1,0,0,0,0,0,7.37E9,2.0499999999999998E9,9.1E10,5.0E9,4.082157934125244E10,1.4461826436396688E10,4.1602255709087696E9
0.4,5.4,1.7200000000000002,119.00000000000001,26,1,1,0,0,0,0,0,5.4E9,1720000000,1.19E11,2.6E10,5.083942861200952E10,1.1171222993771158E10,5.317209387449144E9
0.42,5.03,3.2100000000000004,123.00000000000001,45,1,1,0,0,0,0,0,5.03E9,3.21E9,1.23E11,4.5E10,5.4576776971534355E10,1.0961226245966648E10,5.577659832637269E9
0.67,9.99,1.6500000000000001,108,36,1,1,0,0,0,0,0,9.99E9,1650000000,1.08E11,3.6E10,7.5656439643018E10,3.658313648762848E10,1.6089924162170412E10
0.16,5.65,2.5300000000000002,138,33,1,1,0,0,0,0,0,5.65E9,2.53E9,1.38E11,3.3E10,2.6824701405767258E10,7.35556116112017E9,3.705334126835401E9
0.31,5.19,3.79,102,40,1,1,0,0,0,0,0,5.19E9,3.79E9,1.02E11,4.0E10,3.520033238503374E10,8.849886724704575E9,4.542378687312608E9
0.11,8.76,3.9200000000000004,61.00000000000001,25,1,1,0,0,0,0,0,8.76E9,3.92E9,6.1E10,2.5E10,1.4505310584032976E10,1.015177377899927E10,5.1131398093644285E9
0.64,5.57,4.63,101,36,1,1,0,0,0,0,0,5.57E9,4.63E9,1.01E11,3.6E10,6.664478168711184E10,2.1375047435327877E10,1.018285917579331E10
0.58,5.050000000000001,1.82,91,37,1,1,0,0,0,0,0,5.05E9,1820000000,9.1E10,3.7E10,5.490065856544606E10,1.6012331871149536E10,7.993470708467307E9
0.06,9.63,1.7300000000000002,86,46,1,1,0,0,0,0,0,9.63E9,1730000000,8.6E10,4.6E10,1.4211312076342173E10,1.0472833269509085E10,5.307612632104042E9
0.33,7.54,1.54,134,13,1,1,0,0,0,0,0,7.54E9,1540000000,1.34E11,1.3E10,4.9270732521910614E10,1.329300988780381E10,5.445746885172713E9
0.71,5.630000000000001,1.03,68,34,1,1,0,0,0,0,0,5.63E9,1030000000,6.8E10,3.4E10,4.991256627472904E10,2.471340983663568E10,1.2854958595622103E10
0.18,8.700000000000001,2.09,96,34,1,1,0,0,0,0,0,8.7E9,2.0899999999999998E9,9.6E10,3.4E10,2.4413036383694218E10,1.1427323853813072E10,5.757042614980183E9
0.44,8.08,1.7000000000000002,58.00000000000001,19,1,1,0,0,0,0,0,8.08E9,1700000000,5.8E10,1.9E10,3.004452380818274E10,1.5737389428884596E10,7.293916804215194E9
0.44,7.930000000000001,3.7,143,6,1,1,0,0,0,0,0,7.93E9,3.7E9,1.43E11,6.0E9,6.7360052636115654E10,1.7627558309754272E10,4.748305376478427E9
0.13,5.74,3.47,125.00000000000001,46,1,1,0,0,0,0,0,5.74E9,3.47E9,1.25E11,4.6E10,2.1240860542948074E10,7.081072289704279E9,3.614189965165934E9
0.65,7.0600000000000005,3.6500000000000004,110,15.000000000000002,1,1,0,0,0,0,0,7.06E9,3.65E9,1.1E11,1.5E10,7.397054170582137E10,2.695937673012621E10,8.460471411010516E9
0.66,7.130000000000001,2.95,83,9,1,1,0,0,0,0,0,7.13E9,2.95E9,8.3E10,9.0E9,5.720399973167887E10,2.5823282022098083E10,6.458644953293855E9
0.5,6.48,2.47,51,30.000000000000004,1,1,0,0,0,0,0,6.48E9,2.47E9,5.1E10,3.0E10,2.873984754130428E10,1.4402422321087278E10,7.699034778589611E9
0.72,5.32,3.9600000000000004,55,20,1,1,0,0,0,0,0,5.32E9,3.96E9,5.5E10,2.0E10,4.108948113398689E10,2.2614627796612545E10,1.0053705264985031E10
0.13,5.760000000000001,1.87,126.00000000000001,41,1,1,0,0,0,0,0,5.76E9,1870000000,1.26E11,4.1E10,2.138823634694437E10,7.106304095946504E9,3.613598644619119E9
0.73,5.36,2.97,81,39,1,1,0,0,0,0,0,5.36E9,2.97E9,8.1E10,3.9E10,6.057705465916733E10,2.808984959421931E10,1.4487581235356438E10
0.49,7.9,1.8800000000000001,150,39,1,1,0,0,0,0,0,7.9E9,1880000000,1.5E11,3.9E10,7.75285231017014E10,1.985717950834356E10,9.319910696597338E9
0.63,9.96,2.5,59.00000000000001,34,1,1,0,0,0,0,0,9.96E9,2.5E9,5.9E10,3.4E10,4.085498839824258E10,2.6291508907238335E10,1.4258872502519587E10
0.22,7.33,3.16,126.00000000000001,28,1,1,0,0,0,0,0,7.33E9,3.16E9,1.26E11,2.8E10,3.3435798951276344E10,1.050259306160854E10,5.157403085080452E9
0.36,7.62,1.9200000000000002,110,30.000000000000004,1,1,0,0,0,0,0,7.62E9,1920000000,1.1E11,3.0E10,4.447633654897033E10,1.4033169962697676E10,6.769600182809354E9
0.17,5.6000000000000005,3.1,99,6,1,1,0,0,0,0,0,5.6E9,3.1E9,9.9E10,6.0E9,2.1477026204103535E10,7.360599426109563E9,3.1690187696718574E9
0.17,5.12,1.9100000000000001,113,13,1,1,0,0,0,0,0,5.12E9,1910000000,1.13E11,1.3E10,2.3458475279767746E10,6.768562501445918E9,3.219355410291534E9
0.17,7.640000000000001,2.1500000000000004,51,15.000000000000002,1,1,0,0,0,0,0,7.64E9,2.15E9,5.1E10,1.5E10,1.5010747986213781E10,9.611336368698992E9,4.678397963598115E9
0.68,6.140000000000001,4.92,116.00000000000001,18,1,1,0,0,0,0,0,6.14E9,4.92E9,1.16E11,1.8E10,8.08445038839038E10,2.755038746016287E10,9.186533328082003E9
0.25,5.74,3.62,66,16,1,1,0,0,0,0,0,5.74E9,3.62E9,6.6E10,1.6E10,2.080461467185377E10,8.489557453433933E9,4.0797953440928726E9
0.71,8.54,1.6800000000000002,70,27,1,1,0,0,0,0,0,8.539999999999999E9,1680000000,7.0E10,2.7E10,5.2176468225844215E10,3.154375392283499E10,1.4291812969965343E10
0.14,9.940000000000001,1.1900000000000002,148,28,1,1,0,0,0,0,0,9.94E9,1190000000,1.48E11,2.8E10,2.9267214732471176E10,1.2365659753406012E10,6.047879959027362E9
0.57,5.57,1.21,126.00000000000001,43,1,1,0,0,0,0,0,5.57E9,1210000000,1.26E11,4.3E10,7.421462984072992E10,1.7740628114288696E10,8.66920263632349E9
0.54,5.48,2.39,108,13,1,1,0,0,0,0,0,5.48E9,2.39E9,1.08E11,1.3E10,6.0840420817437965E10,1.572394256156429E10,5.768930644887651E9
0.5,5.7700000000000005,3.5500000000000003,125.00000000000001,47,1,1,0,0,0,0,0,5.77E9,3.55E9,1.25E11,4.7E10,6.5384591691503876E10,1.5085749024595594E10,7.585875537033076E9
0.11,7.23,1.8900000000000001,52,9,1,1,0,0,0,0,0,7.23E9,1890000000,5.2E10,9.0E9,1.2153766301988928E10,8.389238716569723E9,3.9712648314384637E9
0.27,7.83,4.38,51,19,1,1,0,0,0,0,0,7.83E9,4.38E9,5.1E10,1.9E10,1.948560187503397E10,1.1380134154674248E10,5.609212510854457E9
0.14,9.23,2.11,62.00000000000001,15.000000000000002,1,1,0,0,0,0,0,9.23E9,2.1099999999999998E9,6.2E10,1.5E10,1.6617346974370176E10,1.113470513069443E10,5.354129478134081E9
0.63,6.140000000000001,1.31,90,35,1,1,0,0,0,0,0,6.14E9,1310000000,9.0E10,3.5E10,5.897143814877045E10,2.171160488397528E10,1.0503139419748383E10
0.58,9.63,3.8200000000000003,100,45,1,1,0,0,0,0,0,9.63E9,3.82E9,1.0E11,4.5E10,6.204424100913632E10,2.7246575083863823E10,1.3664472136702906E10
0.07,9.82,3.7500000000000004,88,30.000000000000004,1,1,0,0,0,0,0,9.82E9,3.75E9,8.8E10,3.0E10,1.5291539493908903E10,1.0834067510202753E10,5.430527031232238E9
0.18,5.92,2.35,55,46,1,1,0,0,0,0,0,5.92E9,2.35E9,5.5E10,4.6E10,1.4753858276450903E10,7.709479160892349E9,4.0734204727098427E9
0.69,7.880000000000001,2.12,116.00000000000001,45,1,1,0,0,0,0,0,7.88E9,2120000000,1.16E11,4.5E10,8.248249953147606E10,3.435363742636822E10,1.631585233555556E10
0.48,8.16,3.4400000000000004,145,29.000000000000004,1,1,0,0,0,0,0,8.16E9,3.44E9,1.45E11,2.9E10,7.384237405440633E10,1.9869868995151806E10,8.770105662346745E9
0.5,8.82,2.3400000000000003,78,49,1,1,0,0,0,0,0,8.82E9,2.34E9,7.8E10,4.9E10,4.340976309316767E10,2.0111808680461067E10,1.0879260642810902E10
0.21,6.8500000000000005,3.0700000000000003,94,9,1,1,0,0,0,0,0,6.85E9,3.07E9,9.4E10,9.0E9,2.5150377598045273E10,9.552885418151863E9,4.137710353734639E9
0.46,5.890000000000001,1.25,61.00000000000001,17,1,1,0,0,0,0,0,5.89E9,1250000000,6.1E10,1.7E10,3.124028123050179E10,1.2738043880579306E10,5.7990007018519945E9
0.28,8.24,3.4000000000000004,144,43,1,1,0,0,0,0,0,8.24E9,3.4E9,1.44E11,4.3E10,4.62518277158049E10,1.3183328105795973E10,6.600238031473014E9
0.29,7.010000000000001,3.81,64,22,1,1,0,0,0,0,0,7.01E9,3.81E9,6.4E10,2.2E10,2.3536677278469208E10,1.0895630969366558E10,5.374538138485565E9
0.69,9.06,3.4000000000000004,70,43,1,1,0,0,0,0,0,9.06E9,3.4E9,7.0E10,4.3E10,5.1108430646848976E10,3.084564398888863E10,1.7408444695109966E10
0.22,5.32,1.79,117.00000000000001,24,1,1,0,0,0,0,0,5.32E9,1790000000,1.17E11,2.4E10,2.9888093239970005E10,7.689626598009822E9,3.797860090859455E9
0.11,9.520000000000001,1.11,111,24,1,1,0,0,0,0,0,9.52E9,1110000000,1.11E11,2.4E10,2.0680683563627052E10,1.121707482139963E10,5.516464488854158E9
0.22,8.600000000000001,2.49,72,43,1,1,0,0,0,0,0,8.6E9,2.49E9,7.2E10,4.3E10,2.254714469348332E10,1.1843993093356384E10,6.189151262407219E9
0.6,8.01,1.84,129,9,1,1,0,0,0,0,0,8.01E9,1840000000,1.29E11,9.0E9,8.06035027740719E10,2.6306125868525543E10,6.4222589472130375E9
0.48,8.76,3.7100000000000004,96,39,1,1,0,0,0,0,0,8.76E9,3.71E9,9.6E10,3.9E10,5.063467344692639E10,1.9942278621333073E10,9.912854741691248E9
0.27,7.840000000000001,2.68,127.00000000000001,48,1,1,0,0,0,0,0,7.84E9,2.68E9,1.27E11,4.8E10,4.0012377089591354E10,1.2263070120082808E10,6.25561190881677E9
0.64,6.3500000000000005,3.2,136,28,1,1,0,0,0,0,0,6.35E9,3.2E9,1.36E11,2.8E10,8.932543167676135E10,2.5183378347307327E10,1.026284409377652E10
0.28,9.51,2.7600000000000002,127.00000000000001,21,1,1,0,0,0,0,0,9.51E9,2.76E9,1.27E11,2.1E10,4.240635854450284E10,1.4974684274970537E10,6.796887244487941E9
0.26,8.29,2.02,149,24,1,1,0,0,0,0,0,8.289999999999999E9,2020000000,1.49E11,2.4E10,4.487366422386563E10,1.2796209827215279E10,6.008935149317074E9
0.11,7.670000000000001,2.43,142,36,1,1,0,0,0,0,0,7.67E9,2.43E9,1.42E11,3.6E10,2.24434984456344E10,9.125877041020931E9,4.583006234145926E9
0.57,5.890000000000001,4.720000000000001,140,29.000000000000004,1,1,0,0,0,0,0,5.89E9,4.72E9,1.4E11,2.9E10,8.233217642742783E10,1.8872567636334003E10,8.2805406032208395E9
0.71,6.19,3,67,38,1,1,0,0,0,0,0,6.19E9,3.0E9,6.7E10,3.8E10,4.936496961956695E10,2.5986719057135067E10,1.4229509257940748E10
0.14,8.75,1.31,115.00000000000001,15.000000000000002,1,1,0,0,0,0,0,8.75E9,1310000000,1.15E11,1.5E10,2.362408781243661E10,1.0846645832628006E10,5.102860844574592E9
0.19,8.98,4.890000000000001,61.00000000000001,10,1,1,0,0,0,0,0,8.98E9,4.89E9,6.1E10,1.0E10,1.8863193889230602E10,1.1640522147841438E10,5.189402375000889E9
0.15,7,1.76,58.00000000000001,39,1,1,0,0,0,0,0,7.0E9,1760000000,5.8E10,3.9E10,1.4649530904965124E10,8.658275292519232E9,4.503230229508937E9
0.66,7.95,2.19,53,33,1,1,0,0,0,0,0,7.95E9,2.19E9,5.3E10,3.3E10,3.7682881088251785E10,2.3534703726478916E10,1.3241765867500883E10
0.42,8.58,3.97,132,17,1,1,0,0,0,0,0,8.58E9,3.97E9,1.32E11,1.7E10,6.0415748169785545E10,1.7972105121021637E10,7.174473895877052E9
0.28,7.390000000000001,4.5200000000000005,76,40,1,1,0,0,0,0,0,7.39E9,4.52E9,7.6E10,4.0E10,2.660030864246164E10,1.1412981944096779E10,5.939638064060059E9
0.22,7.08,4.04,95,21,1,1,0,0,0,0,0,7.08E9,4.04E9,9.5E10,2.1E10,2.6421213825790535E10,1.0033623755558483E10,4.854570887762795E9
0.55,6.7,3.62,63.00000000000001,6,1,1,0,0,0,0,0,6.7E9,3.62E9,6.3E10,6.0E9,3.766478791315396E10,1.7209859880895794E10,4.590614609561892E9
0.09,7.9,1.7300000000000002,68,35,1,1,0,0,0,0,0,7.9E9,1730000000,6.8E10,3.5E10,1.3307974575234442E10,8.961919793260859E9,4.560978471102817E9
0.08,5.65,3.81,104,19,1,1,0,0,0,0,0,5.65E9,3.81E9,1.04E11,1.9E10,1.3516475143172585E10,6.402176117961412E9,3.181313062378268E9
0.31,9.82,2.6500000000000004,125.00000000000001,18,1,1,0,0,0,0,0,9.82E9,2.65E9,1.25E11,1.8E10,4.5524886694751076E10,1.627344531669824E10,7.026211584779766E9
0.47,9.360000000000001,1.48,132,9,1,1,0,0,0,0,0,9.36E9,1480000000,1.32E11,9.0E9,6.7000075161152374E10,2.1636482489295235E10,6.31421781411921E9
0.06,9.09,4.53,68,37,1,1,0,0,0,0,0,9.09E9,4.53E9,6.8E10,3.7E10,1.2623915080414452E10,9.853467022103395E9,4.992343647587557E9
0.37,7.98,3.91,140,15.000000000000002,1,1,0,0,0,0,0,7.98E9,3.91E9,1.4E11,1.5E10,5.682678575430403E10,1.523320730043175E10,6.174854857555832E9
0.4,9.89,2.25,135,49,1,1,0,0,0,0,0,9.89E9,2.25E9,1.35E11,4.9E10,5.993337073086054E10,1.9627919374194237E10,9.781180318215546E9
0.24,8.53,3.1100000000000003,131,37,1,1,0,0,0,0,0,8.529999999999999E9,3.11E9,1.31E11,3.7E10,3.7922048202017654E10,1.2602599171417E10,6.272905002033876E9
0.7,5.82,2.8800000000000003,108,10,1,1,0,0,0,0,0,5.82E9,2.88E9,1.08E11,1.0E10,7.734569694539716E10,2.81801925667011E10,6.686141642761135E9
0.26,8.04,1.75,69,42,1,1,0,0,0,0,0,8.039999999999999E9,1750000000,6.9E10,4.2E10,2.3889194615823612E10,1.1825436642293125E10,6.219588156711382E9
0.39,7.29,2.68,68,42,1,1,0,0,0,0,0,7.29E9,2.68E9,6.8E10,4.2E10,3.096660228373268E10,1.3548773535143831E10,7.225644065267035E9
0.36,6.37,2.05,97,46,1,1,0,0,0,0,0,6.37E9,2.0499999999999998E9,9.7E10,4.6E10,3.899638974391429E10,1.1784740886650974E10,6.109202365985955E9
0.3,6.960000000000001,1.86,66,35,1,1,0,0,0,0,0,6.96E9,1860000000,6.6E10,3.5E10,2.4671546976623173E10,1.1043474661484116E10,5.752743854923464E9
0.7,9.55,2.87,60.00000000000001,41,1,1,0,0,0,0,0,9.55E9,2.87E9,6.0E10,4.1E10,4.4864850373338104E10,3.0239169989184303E10,1.8117143900611397E10
0.49,8.4,2.52,136,15.000000000000002,1,1,0,0,0,0,0,8.4E9,2.52E9,1.36E11,1.5E10,7.092357175670673E10,2.0705676643715256E10,7.421220102058445E9
0.12,5.8500000000000005,2.1400000000000006,141,39,1,1,0,0,0,0,0,5.85E9,2.1400000000000002E9,1.41E11,3.9E10,2.2064925060538147E10,7.107182853646875E9,3.59889439846911E9
0.16,6.2,3.3200000000000003,131,30.000000000000004,1,1,0,0,0,0,0,6.2E9,3.32E9,1.31E11,3.0E10,2.616677548440842E10,8.046717361260957E9,4.0269868339012246E9
0.18,8.950000000000001,3.39,76,19,1,1,0,0,0,0,0,8.95E9,3.39E9,7.6E10,1.9E10,2.1018259895441517E10,1.1597303800068993E10,5.597022685908588E9
0.75,7.140000000000001,4.02,106,21,1,1,0,0,0,0,0,7.14E9,4.0199999999999995E9,1.06E11,2.1E10,8.128483245536519E10,4.0632985059389366E10,1.2757647838019594E10
0.39,7.03,2.81,72,26,1,1,0,0,0,0,0,7.03E9,2.81E9,7.2E10,2.6E10,3.2367981389275177E10,1.3228661534205359E10,6.504318073265832E9
0.44,5.2,4.36,117.00000000000001,47,1,1,0,0,0,0,0,5.2E9,4.36E9,1.17E11,4.7E10,5.439138144121481E10,1.1792564558775795E10,6.031540274631538E9
0.59,7.390000000000001,3.7500000000000004,75,36,1,1,0,0,0,0,0,7.39E9,3.75E9,7.5E10,3.6E10,4.727962679178352E10,2.1308941114075233E10,1.0867235646626833E10
0.08,5.8500000000000005,2.52,85,28,1,1,0,0,0,0,0,5.85E9,2.52E9,8.5E10,2.8E10,1.2180772913970688E10,6.607516002211098E9,3.3310675688554287E9
0.59,7.24,4.760000000000001,97,20,1,1,0,0,0,0,0,7.24E9,4.76E9,9.7E10,2.0E10,6.019803727778395E10,2.228445803146265E10,8.792504442048409E9
0.21,5.69,2.45,117.00000000000001,26,1,1,0,0,0,0,0,5.69E9,2.45E9,1.17E11,2.6E10,2.906366651124139E10,8.059638666492206E9,3.9993684248678627E9
